MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours
4609000,2013,Lane Ridge Surface Mine,West Virginia (Northern),Upshur,Active,Surface,Independent Producer Operator,Mine only,Nesco Inc,"Rt. 7, Box 543, Fairmont, WV 26554", ,Appalachia Northern,53374,8,20229
4605121,2013,Camp Creek Mine,West Virginia (Southern),Wayne,Active,Underground,Operating Subsidiary,Mine only,Rockspring Development Inc,"P.O. Box 390, East Lynn, WV 25512", ,Appalachia Central,2480128,417,957580
4607547,2013,Wayne County River Terminal,West Virginia (Southern),Wayne,"Active, men working, not producing",Surface,Independent Producer Operator,Preparation Plant,"Argus Energy Wv, Llc","P.O. Box 200, Dunlow, WV 25511", ,Appalachia Central,0,1,1593
4607547,2013,Wayne County River Terminal,West Virginia (Southern),Wayne,"Active, men working, not producing",Underground,Independent Producer Operator,Preparation Plant,"Argus Energy Wv, Llc","P.O. Box 200, Dunlow, WV 25511", ,Appalachia Central,0,20,38241
4607809,2013,Kiah Creek Preparation Plant,West Virginia (Southern),Wayne,"Active, men working, not producing",Underground,Independent Producer Operator,Preparation Plant,Argus Energy Wv Llc,"P.O. Box 200, Dunlow, WV 25511", ,Appalachia Central,0,42,84467
4607946,2013,Cyrus Dock,West Virginia (Southern),Wayne,Active,Surface,Independent Producer Operator,Preparation Plant,Cci Cyrus River Terminal Llc,"811 Main Street, Suite 3500, Houston, TX 77002", ,Appalachia Central,0,11,23005
4607946,2013,Cyrus Dock,West Virginia (Southern),Wayne,Active,Underground,Independent Producer Operator,Preparation Plant,Cci Cyrus River Terminal Llc,"811 Main Street, Suite 3500, Houston, TX 77002", ,Appalachia Central,0,1,2275
4608030,2013,Camp Creek Processing,West Virginia (Southern),Wayne,Active,Underground,Operating Subsidiary,Preparation Plant,Rockspring Development Inc,"P.O. Box 390, East Lynn, WV 25512", ,Appalachia Central,0,51,112023
4608704,2013,Copley Trace Surface Mine,West Virginia (Southern),Wayne,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Argus Energy Wv Llc,"P.O. Box 200, Dunlow, WV 25511", ,Appalachia Central,24422,23,52334
4608772,2013,Deep Mine No 7,West Virginia (Southern),Wayne,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Argus Energy Wv Llc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,369940,56,137836
4608994,2013,Deep Mine No 8,West Virginia (Southern),Wayne,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Argus Energy Wv Llc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,317563,63,156893
4609051,2013,Ceredo Dock,West Virginia (Southern),Wayne,Active,Surface,Independent Producer Operator,Preparation Plant,Kanawha River Terminals Llc,"P.O. Box 308, Ceredo, WV 25507", ,Appalachia Central,0,52,116423
4609051,2013,Ceredo Dock,West Virginia (Southern),Wayne,Active,Underground,Independent Producer Operator,Preparation Plant,Kanawha River Terminals Llc,"P.O. Box 308, Ceredo, WV 25507", ,Appalachia Central,0,51,116423
4609428,2013,No. 10,West Virginia (Southern),Wayne,Temporarily closed,Underground,Independent Producer Operator,Mine only,Argus Energy Wv Llc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,116383,33,39811
4609470,2013,No. 11,West Virginia (Southern),Wayne,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Argus Energy Wv, Llc","P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,52860,28,30342
4606045,2013,Brooks Run Processing Plant No,West Virginia (Northern),Webster,Active,Surface,Operating Subsidiary,Preparation Plant,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601", ,Appalachia Northern,0,21,47964
4606045,2013,Brooks Run Processing Plant No,West Virginia (Northern),Webster,Active,Underground,Operating Subsidiary,Preparation Plant,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601", ,Appalachia Northern,0,43,97382
4608885,2013,Poplar Ridge No 1 Deep Mine,West Virginia (Northern),Webster,Active,Underground,Operating Subsidiary,Mine only,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601", ,Appalachia Northern,651273,82,178520
4609036,2013,Seven Pines,West Virginia (Northern),Webster,Active,Surface,Operating Subsidiary,Mine only,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601", ,Appalachia Northern,1010154,89,221621
4609133,2013,Cove Mountain Deep Mine,West Virginia (Northern),Webster,Active,Underground,Operating Subsidiary,Mine only,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601", ,Appalachia Northern,401471,51,110555
4609353,2013,Jackson Bridge 1,West Virginia (Northern),Webster,Active,Underground,Independent Producer Operator,Mine only,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601", ,Appalachia Northern,247246,52,118951
4601544,2013,Road Fork #51 Mine,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Mine only,Spartan Mining Company,"208 Business Street, Beckley, WV 25801", ,Appalachia Central,376452,131,280289
4601816,2013,Pinnacle Mine,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Mine only,Pinnacle Mining Company Llc,"P.O. Box 338, Pineville, WV 24874",UNIT,Appalachia Central,2807071,493,1190318
4604637,2013,Kepler No. 1 Prep Plant,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Preparation Plant,Kepler Processing Company Llc,"P.O. Box 1050, Pineville, WV 24874",United Mine Workers of America,Appalachia Central,0,6,15586
4605868,2013,Pinnacle Preparation Plant,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Preparation Plant,Pinnacle Mining Company Llc,"P.O. Box 338, Pineville, WV 24874",UNIT,Appalachia Central,0,47,147518
4606263,2013,Wyoming No 2,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Mine only,"Brooks Run South Mining, Llc","P.O. Box 530, Pineville, WV 24874", ,Appalachia Central,206753,83,189102
4608959,2013,No 4 Mine,West Virginia (Southern),Wyoming,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Chief Mining, Inc.","P.O. Box 446, Glen Daniel, WV 25844", ,Appalachia Central,35769,28,16072
4609020,2013,No 65,West Virginia (Southern),Wyoming,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Double Bonus Coal Company,"100 Cranberry Creek Drive, Beckley, WV 25801",United Mine Workers of America,Appalachia Central,218645,76,128942
4609062,2013,Coal Mountain No 1 Surface,West Virginia (Southern),Wyoming,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Dynamic Energy Inc,"100 Cranberry Creek Drive, Beckley, WV 25801",United Mine Workers of America,Appalachia Central,1186374,122,243833
4609135,2013,Coal Mountain Loadout,West Virginia (Southern),Wyoming,Active,Surface,Independent Producer Operator,Preparation Plant,"Black Bear Processing, Llc","P.O. Box 510, Princeton, WV 24740", ,Appalachia Central,0,9,25381
4609213,2013,No. 3,West Virginia (Southern),Wyoming,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Chief Mining, Inc.","P.O. Box 577, Mabscott, WV 25871", ,Appalachia Central,44180,24,40726
4609227,2013,Double Camp No. 1,West Virginia (Southern),Wyoming,Temporarily closed,Underground,Independent Producer Operator,Mine only,"Frontier Coal Company, Inc.","100 Cranberry Creek Drive, Beckley, WV 25801", ,Appalachia Central,271,3,5895
4609287,2013,Kepler Sewell Mine,West Virginia (Southern),Wyoming,Temporarily closed,Underground,Independent Producer Operator,Mine only,"Baylor Mining, Inc.","208 Business Street, Beckley, WV 25801", ,Appalachia Central,51379,19,30479
4609301,2013,Still Run No 3,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Mine only,"Brooks Run South Mining, Llc","208 Business Street, Beckley, WV 25801", ,Appalachia Central,216740,78,157390
4609316,2013,K-2 Plant,West Virginia (Southern),Wyoming,"Active, men working, not producing",Surface,Independent Producer Operator,Preparation Plant,Nufac Mining Company Inc,"100 Cranberry Creek Drive, Beckley, WV 25801", ,Appalachia Central,0,5,10535
4609316,2013,K-2 Plant,West Virginia (Southern),Wyoming,"Active, men working, not producing",Underground,Independent Producer Operator,Preparation Plant,Nufac Mining Company Inc,"100 Cranberry Creek Drive, Beckley, WV 25801", ,Appalachia Central,0,15,29986
4609319,2013,Lower War Eagle,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Mine only,"Cliffs Logan County Coal, Llc","P.O. Box 446, Man, WV 25635", ,Appalachia Central,632066,157,388142
4609363,2013,Rolling S Augering Mine No. 1,West Virginia (Southern),Wyoming,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Rolling S Augering, Llc","476 Ragland Road, Beckley, WV 25801", ,Appalachia Central,17300,8,7777
4609427,2013,Eagle 3,West Virginia (Southern),Wyoming,Active,Underground,Independent Producer Operator,Mine only,Rhino Eastern Llc,"P.O. Box 260, Bolt, WV 25817", ,Appalachia Central,124255,32,75496
4800083,2013,Wyodak Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine only,Wyodak Resources Development C,"3338 Garner Lake Rd, Gillette, WY 82716", ,Powder River Basin,4285445,65,118604
4800732,2013,Belle Ayr Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Alpha Coal West, Inc.","P.O. Box 3040, Gillette, WY 82717", ,Powder River Basin,18258922,301,660242
4800977,2013,Black Thunder,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Thunder Basin Coal Company Llc,"P.O. Box 406, Wright, WY 82732", ,Powder River Basin,100687876,1585,3206295
4800992,2013,Cordero Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine only,Cordero Mining Llc,"P.O. Box 1449, Gillette, WY 82717", ,Powder River Basin,36670450,654,1369602
4800993,2013,Rawhide Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Caballo Mining, Llc","P.O. Box 3042, Gillette, WY 82717", ,Powder River Basin,14246329,210,419332
4801034,2013,Caballo Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Caballo Mining, Llc","2298 Bishop Rd/Caller Box 3041, Gillette, WY 82717", ,Powder River Basin,8979111,190,327438
4801078,2013,Eagle Butte Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Alpha Coal West, Inc.","P.O. Box 3040, Gillette, WY 82717", ,Powder River Basin,19904433,255,555161
4801200,2013,Buckskin Mine,Wyoming,Campbell,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Kiewit Mining Group Inc.,"P.O. Box 3027, Gillette, WY 82717", ,Powder River Basin,15023906,343,690700
4801215,2013,Coal Creek Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Thunder Basin Coal Company Llc,"P.O. Box 406, Wright, WY 82732", ,Powder River Basin,8522265,149,320712
4801353,2013,North Antelope Rochelle Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Powder River Mining Ll,"Caller Box 3035, Gillette, WY 82717", ,Powder River Basin,111005549,1349,2811138
4801429,2013,Dry Fork Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Western Fuels-Wyoming Inc,"3629 N Garner Lake Rd, Gillette, WY 82716", ,Powder River Basin,5433936,78,161270
4801337,2013,Antelope Coal Mine,Wyoming,Converse,Active,Surface,Operating Subsidiary,Mine only,Antelope Coal Llc,"P.O. Box 3008, Gillette, WY 82717", ,Powder River Basin,31354248,556,1155976
4800995,2013,Grass Creek Mine,Wyoming,Hot Springs,Active,Surface,Independent Producer Operator,Mine only,Grass Creek Coal Company,"P.O. Box 876, Lovell, WY 82431", ,Western,26587,3,6413
4800086,2013,Kemmerer Mine,Wyoming,Lincoln,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Westmoreland Kemmerer Inc,"P.O. Box 950, Kemmerer, WY 83101",United Mine Workers of America,Western,4639135,289,533884
4800677,2013,Jim Bridger Mine,Wyoming,Sweetwater,Active,Surface,Operating Subsidiary,Mine only,Bridger Coal Company,"932 9 Mile Road, Point Of Rock, WY 82942",Western Energy Workers,Western,785984,182,368307
4801180,2013,Black Butte And Leucite Hills,Wyoming,Sweetwater,Active,Surface,Operating Subsidiary,Mine only,Black Butte Coal Com,"P.O. Box 98, Point Of Rock, WY 82942", ,Western,3657036,186,386879
4801646,2013,Bridger Underground Coal Mine,Wyoming,Sweetwater,Active,Underground,Operating Subsidiary,Mine only,Bridger Coal Company,"P.O. Box 68, Point Of Rock, WY 82942",Western Energy Workers,Western,4442616,278,661265
3304389,2013,Buckingham Mine #2,Refuse Recovery,Athens,Active,Refuse,Independent Producer Operator,Mine only,Buckingham Coal Company,"P.O. Box 400, Corning, OH 43730", ,Appalachia Northern,11860,3,3255
4407113,2013,Gobco #1,Refuse Recovery,Dickenson,Active,Refuse,Independent Producer Operator,Mine only,Mountain Fuels Inc.,"15133 Inspiration Drive, Abingdon, VA 24212", ,Appalachia Central,51824,12,2699
1100588,2013,Old Ed #21,Refuse Recovery,Franklin,Active,Refuse,Operating Subsidiary,Mine only,"Elk Land Holdings, Llc","2206 Samuel Stuart Ct., Chesterfield, MO 63005", ,Illinois Basin,85196,12,18936
4605995,2013,Preparation Plant No 1,Refuse Recovery,Monongalia,Active,Refuse,Operating Subsidiary,Mine and Preparation Plant,Coresco Llc,"308 Dents Run Road, Morgantown, WV 26501", ,Appalachia Northern,89504,8,19863
3608690,2013,Lucerne  #1,Refuse Recovery,Indiana,Active,Refuse,Independent Producer Operator,Mine only,Britt Energies Inc,"P.O. Box 515, Indiana, PA 15701", ,Appalachia Northern,45686,6,11300
3608728,2013,Carino No 1 Mine,Refuse Recovery,Indiana,Active,Refuse,Independent Producer Operator,Mine only,"Alverda Enterprises, Inc.","P.O. Box 87, Alverda, PA 15710", ,Appalachia Northern,9069,3,6916
3609442,2013,Ernest,Refuse Recovery,Indiana,Active,Refuse,Independent Producer Operator,Mine only,Cambria Fuel Management Compan,"243 Rubisch Rd, Ebensburg, PA 15931", ,Appalachia Northern,748276,7,15854
3603561,2013,Mcclure Strip,Refuse Recovery,Jefferson,Active,Refuse,Independent Producer Operator,Mine and Preparation Plant,P & N Coal Company Inc,"P.O. Box 332, Punxsutawney, PA 15767", ,Appalachia Northern,235642,51,121332
1518888,2013,#12,Refuse Recovery,Floyd,Active,Refuse,Independent Producer Operator,Mine only,Viper Coal Llc,"P.O. Box 85, Melvin, KY 41650", ,Appalachia Central,9048,2,410
1519402,2013,Wayland Refuse Pile,Refuse Recovery,Floyd,Active,Refuse,Independent Producer Operator,Mine only,Mjk Mining Inc.,"P.O. Box 3668, Pikeville, KY 41502", ,Appalachia Central,20853,5,5397
1519522,2013,Refuse Mine,Refuse Recovery,Floyd,"Active, men working, not producing",Refuse,Independent Producer Operator,Mine only,Viking Remining Llc,"2005 Webster Road, Summersville, WV 26651", ,Appalachia Central,1986,4,542
3604969,2013,#9 Operation,Refuse Recovery,Luzerne,Temporarily closed,Refuse,Independent Producer Operator,Mine only,Popple Const. Inc.,"202 Main St., Laflin, PA 18702", ,Appalachia Northern,30986,2,575
1519554,2013,No 1,Refuse Recovery,Harlan,Permanently abandoned,Refuse,Independent Producer Operator,Mine only,B & B Coal Company Inc,"P.O. Box 702, Evarts, KY 40828", ,Appalachia Central,8586,1,133
1519674,2013,Ten Spot,Refuse Recovery,Harlan,Active,Refuse,Independent Producer Operator,Mine only,Csje Corporation,"259 Glenstone Cir, Harrogate, TN 37752", ,Appalachia Central,3946,1,1000
3608822,2013,Sioux Bank,Refuse Recovery,Northumberland,Active,Refuse,Independent Producer Operator,Mine and Preparation Plant,Black Diamond Mining Inc,"P.O. Box 81, Mt. Carmel, PA 17851", ,Appalachia Northern,12229,2,4694
3609843,2013,Atlas Anthracite Coal Corporat,Refuse Recovery,Northumberland,Active,Refuse,Independent Producer Operator,Mine and Preparation Plant,D. Molesevich & Sons Construct,"P.O. Box 121, Mount Carmel, PA 17851", ,Appalachia Northern,28055,8,13036
3610027,2013,Paradise Bank,Refuse Recovery,Northumberland,"New, under construction",Refuse,Independent Producer Operator,Mine only,D Molesevich & Sons Constructi,"P.O. Box 121, Mt. Carmel, PA 17851", ,Appalachia Northern,52,1,53
3609304,2013,Park Mine Coal Company,Refuse Recovery,Schuylkill,Active,Refuse,Independent Producer Operator,Mine only,Park Mine Coal Company,"294 Pine Creek Drive, Orwigsburg, PA 17961", ,Appalachia Northern,12403,7,17777
3609406,2013,Coal Innovations # 1,Refuse Recovery,Somerset,"Active, men working, not producing",Refuse,Independent Producer Operator,Mine and Preparation Plant,"Ak Coal Resources, Inc.","1134 Stoystown Road, Friedens, PA 15541", ,Appalachia Northern,18449,4,8686
3609405,2013,Phoenix,Refuse Recovery,Washington,Active,Refuse,Independent Producer Operator,Mine and Preparation Plant,Boca Coal Inc,"5312 Thoms Run Rd, Bridgeville, PA 15017", ,Appalachia Northern,4473,5,5670
100515,2013,Mary Lee # 1 Mine,Refuse Recovery,Walker,"Active, men working, not producing",Refuse,Independent Producer Operator,Mine only,"Drummond Company, Inc.","P.O. Box 1549, Jasper, AL 35502", ,Appalachia Southern,8400,4,6240
